1.4182e-08+1.5535e-08i,-5.899e-08-7.5136e-08i,-1.3507e-07+5.2343e-08i,4.3926e-08-3.1929e-08i,-6.6538e-08-6.1627e-08i,4.197e-08-4.7195e-08i,-6.5524e-09+5.894e-08i,1.3338e-09+7.9359e-08i,1.6968e-08+5.0787e-08i,-4.9362e-08+7.2128e-08i,-1.1184e-07+3.9594e-08i,3.2898e-08-3.225e-10i,4.1893e-08+3.0988e-08i,2.8681e-08-6.4271e-08i,7.831e-09-7.9649e-08i,2.0571e-08+9.5097e-09i,-2.1004e-09-3.9867e-08i,-3.0802e-08+3.0481e-08i,1.103e-07+5.5535e-08i,1.9324e-08-5.3437e-08i,-4.4822e-08-2.6615e-08i,-5.2042e-08-3.4539e-08i,-1.2593e-08+1.7189e-08i,-1.6353e-08+6.1325e-08i,1.3596e-08+2.3748e-08i
-7.72e-09-1.137e-08i,-3.6819e-08+3.8239e-09i,1.0183e-07-1.6981e-08i,1.8544e-09+4.4591e-08i,6.4968e-09-1.8885e-08i,1.5732e-08-5.0556e-09i,4.3618e-09+3.098e-08i,-4.0627e-08+5.0369e-08i,-5.5324e-08-1.9516e-08i,3.7177e-08-6.6099e-09i,-3.5631e-09-3.3221e-08i,-5.8213e-08+6.0975e-08i,-2.6111e-08-1.7454e-08i,2.2881e-08+5.3049e-09i,1.071e-07+5.6438e-08i,-3.1559e-08+8.2039e-08i,-3.1233e-08-2.9613e-08i,1.1536e-07+1.2368e-10i,-1.4109e-09-3.5599e-09i,-2.7005e-08-3.2182e-08i,7.4535e-08-4.8894e-08i,3.6642e-08-9.9231e-08i,5.8005e-08+4.2732e-09i,8.9321e-09+4.1593e-08i,-4.1637e-08-5.5033e-08i
-4.6528e-08+5.9046e-08i,5.9541e-08-4.9095e-08i,-6.0425e-08-2.6776e-08i,2.8232e-08-1.1806e-07i,4.1671e-08-4.5716e-08i,-1.4029e-08-6.8477e-08i,-1.8102e-08-3.2225e-08i,8.459e-08+3.7633e-08i,-5.9924e-08+7.0856e-09i,1.6757e-08+8.9802e-08i,-1.7156e-08+2.6223e-08i,1.1496e-08+1.2252e-08i,-3.398e-08+2.492e-08i,-7.3142e-08-1.406e-08i,-4.0163e-08-1.5086e-08i,-4.0799e-08+1.3585e-08i,1.2903e-08-3.0953e-08i,6.0107e-08-7.4232e-08i,5.0238e-09-5.7569e-08i,-5.7922e-09+2.933e-08i,-3.26e-08-5.8709e-08i,-4.003e-08+5.3933e-08i,6.0024e-08+2.4218e-08i,2.8474e-08-8.5506e-09i,5.5531e-08+7.2117e-08i
-2.9507e-08-8.3688e-08i,-6.5922e-08+2.9243e-08i,2.7459e-08+1.9494e-08i,-1.5224e-08+6.3598e-08i,1.3587e-08-7.25e-08i,1.8858e-08-7.2214e-08i,2.3123e-08-4.5573e-08i,2.0068e-08-2.128e-08i,-3.5718e-09+4.4073e-09i,-6.2164e-09+1.463e-08i,-9.5831e-08-2.6481e-08i,-1.2272e-08-1.2356e-08i,1.1013e-08-3.3448e-08i,-5.5818e-09+3.2718e-08i,8.0396e-08+1.5254e-08i,-5.4662e-08+2.0796e-08i,-6.3563e-08-3.9505e-08i,2.6121e-08-2.1799e-08i,9.5909e-08-2.3716e-08i,4.4336e-08+1.5979e-08i,-1.9219e-08-1.0172e-08i,1.4156e-08-3.4175e-08i,-1.2859e-08-4.1574e-08i,1.299e-08+4.9068e-08i,1.4777e-08-6.1613e-09i
2.3885e-08-3.0785e-08i,3.7809e-08+2.0086e-08i,-6.2622e-09+1.695e-08i,-2.1828e-08-7.5754e-09i,-9.3253e-09-8.2534e-08i,-1.2594e-08-3.2778e-08i,4.3741e-08-5.2943e-08i,4.5508e-08+2.7866e-09i,6.128e-08+3.5071e-08i,-6.6661e-08-3.5484e-08i,3.8719e-08-3.7365e-08i,-1.4089e-08+1.0651e-08i,4.7756e-08+3.336e-08i,3.7712e-08+5.5969e-08i,3.1437e-08+2.8533e-08i,2.1588e-09+9.205e-09i,-6.7368e-08+3.5739e-08i,1.9198e-08-2.0139e-08i,-2.838e-08-5.7511e-08i,-5.2644e-09-5.1554e-08i,1.027e-08+1.1151e-07i,-1.2672e-08+3.6433e-08i,-1.7055e-08-5.4344e-08i,-1.3426e-08+1.6215e-08i,2.6149e-08+4.7685e-09i
3.7189e-08+6.4591e-09i,7.1968e-08+4.0353e-08i,-4.1862e-08+8.7169e-09i,-4.741e-08-2.4735e-08i,-1.9574e-08-3.6363e-08i,4.5339e-08+1.2899e-08i,1.4612e-08-6.626e-08i,-1.7134e-08+2.0166e-08i,2.0217e-08-6.1409e-08i,2.6129e-08-4.2807e-08i,5.5024e-08+3.8158e-08i,5.7103e-08-4.4908e-08i,-8.6725e-08-2.986e-08i,5.4379e-08+1.8334e-08i,-7.9848e-08+9.2247e-08i,-4.1548e-08+3.6237e-08i,5.121e-08+8.6354e-09i,1.5374e-08+2.9332e-08i,4.3617e-08-5.8431e-08i,2.6138e-08+2.4892e-08i,2.3501e-08+5.5971e-09i,2.185e-08-2.137e-08i,3.1697e-08+1.2293e-08i,2.2233e-08+3.2876e-08i,2.0918e-08-2.862e-08i
-4.3986e-09+4.1684e-08i,-8.9683e-10-5.6125e-08i,5.3502e-08-5.9789e-09i,-4.606e-08-1.9779e-08i,-2.4124e-08+1.5604e-08i,-6.3561e-09+2.4405e-08i,4.9974e-08-9.7115e-08i,-4.163e-08+1.0644e-08i,3.0419e-08-8.3477e-08i,-6.7328e-08-2.7356e-09i,7.6028e-09-1.4361e-08i,2.0996e-08-2.5386e-08i,-9.5259e-09+1.9912e-08i,-2.1694e-08+7.7347e-09i,-3.3467e-08+3.9509e-08i,6.6321e-09-2.3099e-08i,-9.8531e-08-3.8423e-08i,-4.0856e-08+8.9064e-09i,7.3242e-08+2.7208e-08i,-6.7677e-08-5.6745e-08i,-4.0045e-08-6.8129e-08i,-5.2012e-09+4.0285e-08i,3.5674e-08+1.0233e-07i,5.948e-08-6.4757e-09i,-9.8975e-09+5.3379e-08i
3.0082e-08-2.1707e-08i,-5.5814e-09-6.382e-08i,1.7031e-09+5.2884e-08i,4.5283e-08+1.9085e-08i,-8.4641e-08-2.3847e-08i,-2.5489e-08-3.088e-08i,-3.8939e-08+2.3915e-08i,2.7239e-09-4.9749e-08i,2.409e-08-4.322e-08i,-4.6126e-08+8.9972e-09i,-3.8922e-08-1.7888e-08i,1.9495e-08+1.9138e-08i,8.8741e-08+4.9813e-08i,-1.4501e-08-2.3866e-08i,-3.304e-08+3.3524e-09i,-3.3033e-08-5.5189e-08i,-8.3531e-08-8.2569e-08i,4.3742e-08-3.7042e-08i,7.1127e-08+1.0928e-07i,-6.9042e-09-1.8059e-08i,-1.6819e-08+6.1482e-09i,-1.8829e-08+5.748e-09i,-8.0035e-08+2.8681e-08i,1.2297e-08-3.2884e-09i,-4.545e-08+2.1061e-08i
9.1492e-09-3.3159e-08i,1.381e-08+2.5075e-08i,4.9301e-08+6.0396e-08i,6.0843e-08-3.8945e-09i,6.3461e-08+4.3347e-08i,-3.0187e-08+6.754e-09i,-3.4987e-08+1.3518e-08i,-2.7709e-09+7.945e-08i,6.6336e-08+2.6164e-08i,3.6029e-08+4.3415e-10i,1.1894e-08-1.4671e-08i,4.5999e-08+1.0174e-08i,-3.2428e-08-2.5249e-09i,-2.2816e-08+4.4575e-08i,3.318e-08-4.1167e-08i,5.9624e-08-1.3233e-09i,-4.9531e-08+6.054e-08i,1.5982e-08+6.7098e-09i,-7.247e-09-4.8774e-08i,-2.5652e-08+5.4443e-08i,-3.3579e-08+3.9997e-08i,6.1829e-08+9.5349e-08i,6.2614e-08-4.5874e-08i,-1.1148e-07-3.2787e-08i,-4.7872e-08+1.398e-08i
-2.2516e-08-8.703e-09i,1.1277e-08-5.9985e-09i,-5.3129e-08-2.3573e-08i,3.2268e-08-3.6402e-08i,-5.4819e-08-1.5226e-08i,-5.6999e-08+1.5383e-08i,2.4819e-08-6.0826e-09i,-2.9139e-08-1.0867e-07i,-2.5838e-08+1.4487e-08i,-4.0275e-09+6.624e-08i,1.6333e-08+1.6695e-09i,-3.8124e-09+1.4161e-08i,-4.7814e-08+3.4574e-08i,-1.3763e-08+1.333e-08i,-1.481e-08+5.4528e-10i,2.8375e-09-5.01e-08i,-3.8258e-09+6.5809e-09i,1.1399e-07+1.2305e-07i,-2.5127e-09+1.116e-08i,1.6317e-08-5.5822e-08i,-1.342e-09+1.0026e-08i,5.5174e-08+2.0296e-08i,5.6449e-08-5.5883e-08i,-1.543e-08-6.2299e-08i,4.1095e-08+1.969e-08i
-9.3799e-08+3.9588e-08i,5.8531e-08+5.5211e-08i,-1.694e-08+8.3575e-08i,-4.8772e-09+6.7184e-08i,3.6563e-08+1.8268e-08i,-5.3137e-08-2.6694e-08i,-7.943e-09-3.599e-08i,1.1266e-09-1.3517e-08i,-4.7944e-08+6.9017e-08i,-1.4925e-08-2.6561e-09i,1.7357e-08+3.6822e-08i,-5.4798e-08-3.5066e-09i,2.0668e-09+3.4833e-08i,3.6403e-08-6.5033e-08i,-4.5048e-08+8.6299e-08i,-7.1364e-08-9.2426e-09i,9.2438e-10-3.6936e-09i,1.8534e-08-1.2327e-07i,-5.5418e-08+6.6343e-08i,-2.3128e-09+1.5593e-08i,2.5576e-08-2.9913e-08i,-8.1879e-08-2.8307e-08i,7.7896e-09+4.38e-08i,3.7308e-08+2.8198e-08i,5.8603e-09-4.8338e-08i
6.1893e-09-5.2918e-08i,-1.4879e-08+2.5595e-08i,-6.1216e-09-1.72e-08i,1.8744e-08+1.1668e-07i,4.4457e-08+5.0463e-08i,7.765e-09-5.6378e-08i,7.0165e-08+9.1877e-08i,5.7594e-08-2.1847e-08i,8.8385e-09-3.691e-08i,1.4405e-09+3.8468e-08i,6.816e-08+8.66e-09i,-1.4539e-08-5.0319e-08i,-1.3114e-08-2.7899e-08i,-1.2941e-09-1.2832e-08i,-3.0605e-08+7.8434e-09i,-2.0626e-08+1.2868e-08i,-4.5173e-08-3.2922e-08i,1.9065e-08-2.7113e-08i,-1.7457e-08-2.3009e-08i,-3.4821e-09+4.1223e-08i,1.9077e-08+1.1753e-08i,-1.6363e-08-4.5821e-08i,-2.7619e-08-7.3853e-09i,2.2043e-08-4.5882e-08i,-6.3273e-08+1.4045e-08i
1.3811e-08-2.7982e-08i,1.927e-08-9.7815e-08i,-6.3118e-09-3.8339e-08i,1.2163e-08+1.2735e-08i,1.0142e-07-2.7657e-08i,-2.5158e-08+1.8466e-08i,6.7842e-08-2.5036e-08i,-3.7359e-08+2.1038e-08i,1.6955e-08+1.4208e-08i,4.5432e-08-2.4167e-09i,2.2751e-08+1.4707e-08i,1.0848e-08-4.5214e-08i,-5.3857e-08+6.8141e-08i,-7.2749e-08-2.562e-08i,5.2555e-08+1.34e-07i,-3.694e-08-3.8415e-08i,-1.4249e-09+1.4687e-10i,6.1387e-08-6.6288e-09i,-1.0289e-08+1.4103e-07i,-2.7559e-08+6.5223e-08i,4.2948e-09-3.3067e-08i,7.318e-08-3.206e-08i,-2.2301e-08-6.5102e-09i,-7.4378e-08+2.0474e-08i,6.2252e-08+4.6355e-08i
-8.8347e-08+4.9846e-08i,3.3846e-08-3.7146e-08i,-6.8204e-08-4.5313e-08i,1.1845e-07+3.5554e-08i,7.5926e-08-6.2855e-08i,-3.2879e-09+7.2757e-09i,2.2646e-08+1.0738e-08i,2.0627e-08-3.674e-08i,1.8223e-08-1.981e-09i,-1.5974e-08+1.0199e-08i,-1.1903e-08-1.366e-08i,-5.1043e-08+3.4134e-08i,-2.3303e-08+4.6266e-08i,-4.7407e-08-3.1592e-08i,6.5842e-08-7.0854e-08i,-2.9086e-08+2.4207e-08i,-5.8559e-08-1.8793e-08i,-1.374e-08+6.0863e-08i,1.3292e-08-2.4709e-08i,4.0999e-10+6.2427e-08i,-1.5114e-08+1.7495e-09i,-6.2342e-08-2.9243e-08i,-1.8939e-09+3.7236e-08i,-8.5648e-09-4.2051e-08i,2.1811e-08-1.5649e-08i
3.5116e-08-5.7074e-08i,1.4674e-08-1.9441e-08i,4.0835e-08-7.0818e-09i,2.7985e-08+7.7082e-08i,2.838e-08+2.4041e-08i,2.8925e-08-7.6141e-09i,9.3614e-08-8.8895e-09i,5.1868e-08+7.6275e-08i,-6.4691e-08-2.3657e-08i,1.2585e-08-4.1313e-09i,-7.7383e-08-3.9676e-08i,4.8114e-08+1.861e-08i,-4.1883e-08+2.8757e-08i,-2.5584e-09+3.605e-08i,3.4897e-09+2.7442e-08i,4.2205e-08-1.18e-07i,2.5442e-09-5.3945e-08i,3.9831e-08+7.0861e-08i,6.9306e-08+3.9549e-09i,6.1741e-08-1.2933e-08i,-6.9758e-08+3.6721e-08i,-3.6706e-08+2.6581e-08i,5.4257e-08+5.4059e-08i,2.8562e-08+1.5184e-08i,-2.7542e-08-4.4805e-08i
5.1446e-08-4.5194e-08i,3.4884e-08-2.642e-08i,6.0922e-08+4.6353e-09i,-2.3019e-08+9.1956e-09i,-7.9355e-09+1.623e-08i,-8.9474e-09-2.1103e-09i,5.917e-08+2.2821e-08i,-4.8739e-08-3.511e-08i,3.9911e-08-3.1286e-08i,1.5644e-08-2.0861e-09i,-7.8406e-08-3.078e-08i,-1.3665e-08+6.0286e-11i,4.9404e-08-1.9286e-08i,8.3333e-08+2.0088e-08i,-5.8889e-08+2.9027e-09i,5.5892e-08-4.4105e-10i,6.6489e-09-3.2007e-08i,7.1407e-08+4.2764e-08i,-2.1406e-08-3.4835e-08i,-3.5347e-08+5.6416e-09i,-4.7209e-08-3.8543e-08i,7.7999e-08-1.5239e-08i,2.9256e-08+1.7893e-08i,-3.7416e-08+4.3316e-08i,-6.5524e-08-4.5316e-08i
-4.5772e-08+9.5923e-08i,-4.6175e-08+8.0696e-08i,1.0415e-08+1.0064e-08i,1.4937e-08+1.5796e-08i,-1.8133e-08+3.9186e-08i,3.4598e-08+3.5652e-08i,2.3272e-08+3.3648e-08i,1.0257e-07+2.584e-09i,-5.5373e-09-3.6336e-08i,3.1798e-08-3.3718e-08i,-7.9796e-09-3.6727e-08i,2.4925e-08+8.9438e-09i,-1.0093e-07+4.258e-08i,-4.0305e-08-9.1393e-08i,4.0499e-08-3.5992e-08i,8.8657e-08-1.9593e-08i,-4.085e-08+8.9153e-09i,-3.3157e-09+1.6872e-08i,-4.0825e-08-7.9099e-10i,-1.0835e-08+3.8628e-08i,6.7077e-08+4.0331e-08i,9.5379e-08-9.4931e-09i,-2.6398e-08+1.0484e-07i,-6.1221e-08+1.453e-10i,1.444e-08-5.0293e-08i
8.3114e-08-2.3676e-08i,2.6087e-08+4.4071e-08i,-9.6749e-09-2.6141e-08i,-7.8006e-09+6.2369e-08i,-2.7209e-09+3.299e-08i,-2.5112e-08+4.5261e-09i,7.1834e-08+8.9782e-08i,2.6415e-08+6.4473e-08i,3.2825e-08+3.5216e-08i,-1.3581e-08+3.2424e-08i,-3.4826e-09-2.1623e-08i,6.007e-08+3.3876e-08i,9.8312e-09+4.8999e-08i,5.8734e-08-6.9018e-10i,6.0751e-09-5.7561e-08i,1.3442e-08-4.8289e-08i,1.2616e-08+4.2617e-08i,5.3937e-08+6.3526e-08i,4.3441e-08-7.1346e-08i,-7.3794e-08-2.7809e-08i,-4.1365e-08+5.0065e-08i,3.5219e-08-2.6987e-09i,4.2445e-08+1.3243e-08i,-3.4098e-08-2.8691e-08i,5.4333e-08+6.2362e-08i
7.9334e-08+1.7745e-08i,1.2208e-07-2.4236e-09i,5.8946e-08-9.9515e-09i,6.2699e-08+1.7289e-08i,5.977e-09-6.4937e-08i,-4.2504e-08-4.8262e-08i,6.1815e-08+3.618e-09i,-4.5403e-08-1.9951e-08i,2.1102e-08-1.9492e-08i,-9.7903e-08-2.0912e-08i,8.5722e-09-1.2587e-08i,4.4467e-08+1.3362e-08i,-5.7005e-08+3.0076e-08i,-8.2149e-08-1.4315e-08i,-6.3259e-09-5.1164e-08i,-1.5083e-08+4.4734e-08i,4.4455e-08-2.404e-08i,8.877e-09-8.1734e-09i,1.086e-08+3.9627e-08i,-1.0523e-07+2.1972e-08i,5.5006e-08+6.8878e-08i,-4.3407e-09-3.7142e-08i,-6.1063e-08-2.6359e-08i,-2.1826e-08+1.304e-08i,2.9433e-08+5.0694e-08i
-1.1663e-08+6.8726e-08i,-1.7153e-08+3.8813e-09i,-4.4602e-08+2.6919e-08i,3.6111e-08+3.9098e-08i,1.2652e-08+3.7737e-09i,-2.0553e-08-3.2778e-08i,-1.8606e-08-8.1705e-09i,1.95e-08-6.537e-09i,-3.8353e-08-7.2814e-08i,-2.0001e-08-4.0712e-08i,-2.8966e-08-2.5251e-09i,2.5614e-08+1.6203e-08i,-3.7721e-08-1.6216e-08i,8.6143e-08+7.9449e-09i,5.3171e-09-7.8869e-09i,5.1283e-08+3.0485e-08i,-5.0385e-08-3.4598e-08i,-8.9278e-09+2.4907e-08i,-2.695e-09-5.6295e-08i,5.7897e-08-1.1544e-09i,-1.5824e-08-2.0893e-08i,-3.1527e-08+3.9491e-08i,-1.1945e-07+5.6629e-08i,-2.4848e-08-7.7416e-08i,-3.8024e-08-3.8503e-08i
9.6511e-08+6.3184e-08i,5.5004e-08+3.121e-08i,4.7355e-08+1.1068e-07i,4.9746e-08-2.1802e-08i,-9.0778e-08+5.6408e-08i,3.5045e-08-7.4632e-08i,6.4439e-08-6.1615e-08i,-5.814e-09-5.4006e-08i,-4.0153e-08+7.7233e-08i,2.7689e-08-4.7021e-08i,-4.3958e-08-3.4425e-08i,7.5976e-09+1.4015e-08i,-1.8755e-08-6.1586e-08i,8.6597e-09+7.3194e-08i,-3.6053e-08+4.648e-08i,-1.3813e-09+7.9373e-09i,-3.539e-08+6.6058e-08i,-7.1245e-08+1.5926e-08i,-6.7474e-08+2.9408e-08i,-5.0163e-08+2.1093e-08i,8.0425e-09-4.097e-09i,-5.4626e-09-5.3531e-08i,1.4008e-08-3.7441e-08i,3.9128e-08-8.2096e-09i,4.842e-08-6.4947e-08i
1.3258e-08-1.0558e-07i,-5.6478e-08+2.5625e-08i,-1.9916e-08-4.5453e-08i,6.1037e-10-5.0664e-08i,4.4653e-08-9.4268e-10i,-8.9146e-08+5.3067e-08i,-3.248e-08+1.1787e-08i,-9.9923e-09+4.1819e-08i,-2.5189e-08-7.7184e-08i,1.5162e-08-2.0608e-08i,1.0394e-07-3.8678e-08i,5.0687e-08-5.5508e-08i,-6.4005e-08+1.0508e-07i,-2.2583e-08+6.3723e-08i,-3.5731e-08+1.2971e-09i,2.5296e-08+4.0792e-08i,-3.5935e-08-1.7772e-08i,-2.5512e-08-6.5319e-08i,1.4297e-08-1.5681e-08i,-6.1647e-08-2.7271e-08i,3.492e-08-5.6302e-08i,-2.9094e-08+4.6112e-08i,-1.1542e-08+5.8447e-09i,-5.1667e-08-1.1985e-07i,-5.9995e-08+4.7685e-09i
-1.4551e-08-4.8395e-08i,-3.4126e-08-3.3067e-09i,-6.8889e-08-7.5202e-08i,-7.3998e-09+7.0378e-08i,2.6971e-08+2.7308e-09i,-2.9214e-08-7.434e-08i,1.2965e-08+5.493e-08i,9.5199e-08-8.1643e-08i,-9.9232e-08+9.1452e-09i,1.4874e-08-7.2276e-08i,-2.3468e-08+2.2362e-08i,1.0237e-09+3.1431e-08i,-7.9181e-08-6.8149e-09i,3.6928e-08+4.0792e-08i,8.9743e-08+3.662e-08i,3.9066e-08-3.1866e-08i,-1.8778e-08+1.1632e-07i,1.0955e-08+3.0686e-08i,-6.9835e-08-8.3126e-08i,-2.2063e-08+5.728e-09i,-4.7574e-08+1.2118e-08i,-6.3035e-08+5.6372e-08i,5.3751e-08-3.1491e-08i,-1.2178e-08-3.8894e-08i,2.9672e-08+9.2865e-09i
-1.7929e-09-6.5081e-08i,-2.698e-09+3.1474e-08i,6.4949e-08-4.7172e-09i,-4.0823e-08+1.3952e-08i,2.5181e-08-8.5895e-09i,3.0227e-09+1.1597e-08i,5.2653e-09-2.2766e-08i,-1.6557e-08+4.3038e-08i,-2.1788e-08+1.0928e-07i,5.4275e-08-8.3385e-08i,2.3472e-08+5.7501e-08i,-2.7808e-08+5.4258e-08i,4.8676e-08-3.4429e-09i,-1.2196e-07-3.6258e-08i,-6.5058e-09+3.7024e-08i,-1.5968e-08+4.1616e-09i,-3.0155e-08+9.0418e-08i,4.7433e-10+6.9417e-08i,4.9706e-08+2.0123e-08i,2.6621e-08-4.5242e-08i,-1.5358e-08+5.6918e-08i,3.9963e-08-6.1995e-08i,-8.2936e-09+9.7683e-08i,-4.3135e-08-3.3549e-11i,6.0849e-09+4.9091e-08i
1.0376e-08+4.4545e-08i,1.0216e-07-2.4487e-08i,-4.1588e-08+4.4931e-09i,1.3297e-08-1.3499e-08i,7.209e-09+6.4523e-09i,-3.6949e-08-1.2599e-09i,-2.7726e-08+8.4435e-08i,-2.0997e-08-5.0915e-09i,-4.6081e-08+3.6382e-08i,3.2129e-08-1.5545e-08i,-2.1485e-08-4.7398e-08i,3.5349e-08+1.1585e-08i,-1.5235e-08-1.0473e-08i,-1.6354e-08-8.0505e-10i,5.9165e-08-2.3552e-08i,6.9379e-09-3.2709e-08i,6.5887e-09-1.6462e-08i,-6.7895e-08-2.2488e-08i,-4.62e-08+6.815e-09i,-3.1954e-08-1.2723e-08i,2.1226e-08+2.3344e-09i,-5.9722e-08-9.4809e-09i,5.6619e-08-5.3253e-08i,8.3394e-08+6.0466e-09i,7.053e-09-5.9277e-09i
3.4069e-08-1.7449e-08i,-1.644e-08-3.0378e-09i,-2.3305e-08+1.9748e-08i,3.8453e-08-1.3283e-08i,7.6667e-08-3.6268e-08i,1.2522e-08+9.0379e-09i,-1.2111e-08-1.9582e-08i,6.5202e-09+3.6988e-08i,-2.4911e-08+2.3873e-08i,1.8879e-08+5.7682e-08i,-1.6522e-08+1.5807e-08i,3.9994e-08+4.2938e-08i,4.1578e-08-9.3187e-09i,7.1355e-08-6.1056e-08i,5.4555e-09+1.4445e-08i,1.4044e-08-3.7751e-08i,-3.4041e-08-1.4028e-09i,6.8221e-09+1.6159e-08i,1.132e-08-3.7394e-08i,-8.7807e-08-5.8199e-08i,-1.4988e-08+3.4734e-08i,7.6143e-08+4.227e-08i,-9.0119e-09+1.8673e-08i,4.5716e-08-4.1232e-08i,-5.1273e-08-2.0004e-08i
6.4197e-08-1.2623e-08i,1.1215e-08-6.8292e-08i,4.7008e-08+2.6949e-08i,5.184e-08-3.5607e-08i,-7.114e-09-1.3597e-07i,-1.7375e-09+2.4604e-08i,-2.4159e-08-3.3356e-08i,1.6721e-08+4.8282e-08i,-1.1169e-08+3.8729e-08i,-1.0049e-07-3.3593e-08i,4.7722e-09+2.8913e-08i,-7.6454e-08+4.4869e-08i,8.4793e-09-5.407e-08i,1.0096e-07-1.0717e-08i,-2.9057e-08-4.2068e-09i,6.8396e-09-5.5005e-08i,7.9924e-08-1.3166e-08i,-2.7586e-08-6.9627e-08i,5.2188e-08-2.2762e-09i,7.3812e-08-7.3485e-08i,1.0258e-07-1.2217e-09i,-1.6059e-08+1.9565e-08i,-2.4221e-08+2.6202e-09i,4.3064e-08+7.2584e-08i,1.0098e-08+2.0998e-08i
